Acc_x,Acc_y,Acc_z,Gyro_x,Gyro_y,Gyro_z,Activity
-650.390625,167.663574,-70.3125,28.800964,-24.414062,20.782471,3
-155.944824,-7.385254,902.34375,-2.355751,-9.162228,-9.719488,2
22.460938,-77.941895,1095.947266,21.035973,-7.99493,-1.617071,2
68.17627,-142.51709,1027.954102,-12.388405,24.300297,-9.894964,2
177.856445,19.592285,989.562988,-12.731728,-15.799801,-20.766851,2
76.782227,-91.918945,1027.526855,8.035484,27.260502,-10.459539,2
-1446.716309,-628.540039,205.13916,-46.798706,-126.38092,-16.036987,3
-42.84668,1.953125,1068.603516,25.033775,-0.472347,0.252131,2
158.081055,18.249512,247.253418,33.52356,-0.831604,-42.121887,3
9.399414,-44.006348,1055.175781,-2.287086,-13.28973,13.885859,2
-1398.986816,-499.87793,608.215332,-63.38501,22.155762,33.805847,3
-905.334473,-0.427246,-318.237305,-2.403259,0.198364,0.038147,1
99.42627,-95.336914,1117.30957,-3.309425,2.846439,7.30932,2
19.348145,-122.314453,1027.404785,-10.755714,28.511723,-4.462835,2
-1448.181152,-380.859375,104.553223,1.152039,68.252563,-16.487122,3
-10.314941,11.901855,1009.70459,21.180931,-3.0816,1.839045,2
137.207031,-60.72998,1132.995605,9.584251,-19.194881,11.635187,2
-4.699707,-121.276855,1011.535645,-0.448402,32.791813,-0.655767,2
-2000,161.437988,-733.703613,-71.868896,80.833435,38.200378,3
-48.400879,-72.20459,968.444824,-3.294167,-10.695736,13.290766,2
-36.865234,-103.57666,1220.336914,5.922142,-10.871212,0.465754,2
-921.325684,-734.130859,105.895996,-19.218445,-21.224976,85.693359,3
-48.461914,-67.749023,1039.855957,-8.901772,16.304691,5.722406,2
-992.126465,-170.166016,67.626953,42.701721,38.909912,5.088806,3
-1745.239258,665.710449,64.63623,40.794373,-81.077576,-45.265198,3
-189.025879,254.211426,-232.23877,-31.829834,-24.543762,23.170471,3
135.253906,92.956543,783.081055,-10.664162,-9.360592,-19.355413,2
-2000,820.19043,-473.327637,-5.081177,91.415405,10.414124,3
-30.456543,9.521484,839.904785,14.825645,3.662785,19.096735,2
20.751953,127.13623,-478.393555,-22.17865,-8.087158,37.67395,3
-68.237305,111.572266,844.726562,-0.127968,8.499821,-18.996832,2
-9.521484,-44.73877,1012.695312,-13.410744,22.659977,8.621576,2
-2000,476.5625,-612.243652,-79.223633,110.832214,44.692993,3
-1.098633,-57.739258,996.582031,-19.63633,14.214237,0.160578,2
-1549.804688,-514.709473,305.786133,-57.380676,-106.124878,-8.705139,3
-319.885254,15.686035,1016.052246,13.337914,-3.71484,10.048273,2
-18.249512,-70.983887,1005.554199,-21.795448,16.785343,4.471186,2
-139.587402,162.780762,-491.638184,2.250671,-29.449463,22.895813,3
5.004883,-104.125977,1019.287109,-9.718117,28.526981,-1.853582,2
56.945801,25.45166,1027.282715,1.718346,-30.211727,13.985041,2
260.681152,174.01123,38.208008,-41.931152,-23.216248,22.369385,3
-1424.194336,322.32666,-131.530762,97.129822,-42.907715,-32.424927,3
-2000,-56.945801,-274.414062,145.698547,99.983215,20.957947,3
-915.527344,5.493164,-321.777344,5.447388,-2.532959,-0.137329,1
153.015137,-2.868652,899.841309,14.612022,3.922184,-2.410528,2
312.62207,307.189941,116.027832,13.031006,-60.211182,-17.166138,3
-7.69043,-11.71875,952.697754,5.479637,-20.247738,10.101679,2
-32.165527,-23.31543,1057.067871,25.049034,-1.677792,-1.655218,2
-94.421387,-122.314453,949.890137,-20.612892,16.480167,-9.94837,2
-416.015625,449.34082,-919.311523,81.039429,-57.502747,-99.342346,3
71.777344,23.132324,857.36084,15.39785,6.973942,11.238459,2
159.362793,30.944824,930.175781,19.800011,1.213749,-4.859564,2
-1839.172363,229.431152,51.452637,36.308289,42.106628,0.88501,3
-910.766602,3.967285,-322.021484,0.541687,-0.976562,-0.411987,1
78.00293,-79.040527,1117.126465,6.814781,-4.027645,1.854303,2
3.845215,-104.125977,1158.203125,2.282921,-1.525204,5.409601,2
-22.216797,-66.40625,1002.685547,0.497643,27.939518,3.03686,2
-33.14209,-19.714355,1003.356934,-15.043434,18.303593,7.042292,2
-915.771484,-6.164551,-308.349609,-3.700256,0.061035,-0.205994,1
30.334473,83.557129,987.243652,9.935204,0.31348,-14.854071,2
47.973633,86.303711,52.67334,16.25061,54.710388,-82.046509,3
-914.245605,-35.217285,-302.246094,-2.807617,-0.137329,-0.305176,1
95.947266,-148.986816,1066.711426,2.237144,7.607182,-18.027899,2
101.867676,-0.305176,974.853516,-8.337196,-12.641232,-19.179937,2
-67.382812,-50.842285,1011.71875,6.921593,13.512333,2.785089,2
-19.958496,30.273438,1013.793945,21.890465,-5.370419,-3.028509,2
-1154.663086,-367.004395,170.715332,34.90448,49.461365,-4.074097,3
26.062012,-21.911621,1044.494629,5.678001,-18.424313,13.931635,2
177.001953,48.522949,1057.373047,7.631126,-7.231991,-1.647589,2
-209.838867,-52.124023,951.843262,-2.74485,-28.739254,-1.792547,2
-2000,280.334473,-452.331543,-38.948059,96.549988,9.063721,3
-908.14209,-2.075195,-315.612793,-3.067017,-2.311707,-0.602722,1
262.390137,270.507812,121.887207,20.15686,-61.729431,-12.260437,3
513.549805,-56.091309,-269.53125,-57.891846,-47.348022,33.493042,3
-62.072754,95.64209,853.33252,3.648582,3.517826,-12.008307,2
96.374512,118.530273,782.226562,-10.381874,-1.136105,-20.545599,2
-309.692383,285.461426,-144.042969,7.835388,-29.754639,29.998779,3
-90.026855,-101.745605,1055.603027,-19.499001,5.760868,0.053766,2
-908.325195,10.803223,-328.674316,3.067017,0.602722,0.152588,1
-438.476562,-163.818359,-103.881836,-78.567505,25.054932,28.091431,3
94.055176,4.02832,987.182617,16.755882,6.74506,-18.653509,2
-912.475586,-38.208008,-298.76709,8.644104,-3.288269,0.961304,1
-363.891602,-87.768555,48.400879,-68.443298,20.149231,30.87616,3
-921.508789,5.859375,-321.228027,-2.418518,4.127502,-0.602722,1
-1260.681152,-372.497559,318.29834,-37.895203,53.901672,-34.942627,3
-172.607422,-26.184082,891.784668,2.42025,-22.429745,-6.240484,2
-1241.943359,-263.427734,141.967773,-43.037415,8.735657,60.966492,3
-2000,-49.682617,-425.65918,-108.879089,-133.81958,-5.844116,3
378.540039,95.947266,2.258301,10.025024,49.89624,-56.44989,3
-223.083496,6.103516,937.62207,16.366783,-5.706112,6.531122,2
-1554.56543,302.55127,43.151855,33.912659,34.500122,-13.557434,3
-590.759277,30.578613,-70.556641,-58.761597,18.630981,24.765015,3
48.88916,-102.600098,1029.541016,2.115074,30.327518,-8.208868,2
-1551.269531,-366.760254,301.635742,21.514893,27.404785,-28.678894,3
76.965332,102.966309,1046.569824,4.716698,-12.213985,4.585627,2
-1296.813965,-585.205078,416.992188,-19.615173,-63.957214,-7.354736,3
53.466797,95.275879,1007.080078,12.155357,-14.136593,9.758356,2
-43.762207,-56.640625,989.501953,-9.946999,-6.804745,11.764887,2
26.428223,6.469727,939.63623,2.92379,-11.260311,-14.075872,2
-101.257324,-37.04834,978.637695,-16.47776,5.089481,-2.944586,2
-466.308594,-85.083008,27.832031,-66.993713,18.768311,38.902283,3
-912.04834,-8.178711,-307.800293,2.14386,-0.892639,-0.335693,1
-1797.302246,-55.664062,726.44043,80.7724,2.250671,-86.380005,3
-919.555664,-8.972168,-315.429688,-3.585815,1.960754,-0.656128,1
485.961914,-79.162598,169.86084,-109.962463,28.961182,-19.363403,3
-912.29248,1.098633,-328.125,1.197815,-1.13678,-0.183105,1
-943.17627,-106.994629,87.82959,-31.806946,12.840271,33.348083,3
-41.015625,-84.716797,1007.69043,5.433861,5.699833,-4.165289,2
11.230469,-78.979492,1024.353027,-7.269081,24.613102,3.90661,2
-916.442871,-1.708984,-321.228027,6.149292,-0.12207,0.770569,1
-908.630371,-9.82666,-316.40625,2.235413,-0.480652,-0.183105,1
-2000,289.978027,-851.379395,-81.382751,54.176331,36.979675,3
-910.827637,-18.066406,-322.387695,2.670288,-2.441406,0.160217,1
235.961914,-52.429199,-275.817871,-61.897278,-45.967102,42.152405,3
27.282715,81.420898,26.733398,-46.424866,-4.135132,27.755737,3
407.836914,-14.831543,191.40625,-60.829163,4.714966,-30.288696,3
-36.193848,-48.095703,350.952148,45.433044,-16.487122,-54.275513,3
153.564453,13.122559,984.191895,5.998436,-3.531734,-13.877508,2
-114.074707,-62.744141,988.15918,-11.343178,12.459476,-4.256842,2
-40.710449,-79.589844,1116.149902,17.808739,-2.646725,2.968195,2
-167.785645,-101.745605,959.594727,-16.264137,1.175602,9.445551,2
34.301758,101.257324,764.953613,1.2911,-3.287594,-16.540167,2
-1060.302734,-400.57373,505.065918,-36.056519,-33.920288,3.448486,3
-49.194336,202.209473,-258.911133,49.072266,-30.815125,-79.658508,3
-913.330078,3.417969,-327.026367,6.080627,-0.022888,0.62561,1
-1225.646973,555.236816,-1188.049316,76.74408,-77.827454,-56.343079,3
-916.748047,-13.183594,-328.00293,2.059937,-2.471924,0.091553,1
-1654.968262,126.037598,474.304199,-5.935669,16.014099,-68.023682,3
69.213867,-77.575684,1135.192871,5.807701,-6.171505,3.78454,2
18.066406,-155.334473,1031.37207,-1.890358,32.059391,-3.219244,2
16.357422,17.150879,936.279297,-3.561195,-1.364987,-16.234991,2
-39.18457,-11.657715,887.390137,23.034874,-0.037472,16.327265,2
-2000,41.015625,-147.766113,-30.487061,125.602722,29.403687,3
-762.145996,-4.882812,-74.890137,-25.047302,34.721375,32.493591,3
-923.522949,-7.019043,-312.011719,-3.471375,2.929688,-0.572205,1
-71.594238,9.277344,1158.691406,2.519432,-7.49139,3.059748,2
-21.850586,-29.052734,1016.784668,-24.862465,13.04694,5.066278,2
170.166016,27.46582,1003.90625,17.877403,4.646976,-9.650824,2
552.246094,157.287598,-508.789062,-30.570984,-16.51001,30.014038,3
-72.265625,168.884277,115.844727,-18.234253,4.66156,27.740479,3
-1647.705078,445.007324,418.151855,64.331055,-48.591614,-76.858521,3
87.036133,-8.178711,1048.400879,1.802269,-17.06628,12.596491,2
-908.752441,-11.108398,-310.180664,-3.379822,-1.12915,-0.587463,1
-1477.905273,-543.029785,237.426758,23.117065,25.787354,-29.296875,3
-63.293457,-68.29834,1024.230957,4.350487,11.849125,1.991633,2
125.610352,83.80127,1025.634766,7.486168,-12.671749,4.005793,2
138.305664,-71.533203,1114.624023,8.821312,-13.503353,9.872797,2
-39.611816,-116.210938,1226.928711,21.8218,-7.399837,-5.79035,2
-19.165039,-46.020508,996.826172,-8.596596,-9.345333,11.169794,2
-1431.396484,-372.192383,194.396973,-53.352356,20.858765,38.955688,3
-13.61084,-25.146484,1052.79541,15.382591,-11.596004,0.656489,2
461.303711,-208.129883,39.306641,57.884216,-36.880493,-45.043945,3
-907.836914,-0.488281,-316.52832,0.068665,0.12207,0.37384,1
240.600586,81.726074,938.964844,-15.142616,-16.700069,-19.889471,2
262.207031,85.693359,903.625488,-5.964455,-20.34692,-19.324896,2
-1505.859375,-904.47998,-728.881836,-50.582886,-14.556885,107.887268,3
-1096.008301,-256.958008,113.037109,58.448792,40.031433,12.8479,3
-1299.621582,-278.503418,195.007324,-25.840759,30.61676,20.629883,3
194.335938,24.780273,1054.443359,6.70797,-13.083736,-4.287359,2
-639.587402,-217.529297,-74.645996,-61.294556,18.295288,32.463074,3
406.616211,-132.873535,90.209961,-13.282776,0.541687,-19.950867,3
343.811035,165.161133,-522.460938,-7.148743,-41.160583,42.411804,3
260.498047,36.132812,25.024414,-17.738342,15.197754,-44.471741,3
-37.658691,-129.02832,1201.965332,11.552635,-11.64941,-0.800726,2
-17.211914,39.428711,1027.893066,22.371117,-7.460873,-8.102057,2
-2000,-245.605469,-411.376953,-0.793457,-36.346436,111.099243,3
-246.032715,235.351562,-351.074219,14.640808,-8.399963,16.860962,3
-1294.189453,-45.898438,128.295898,44.151306,49.461365,-17.166138,3
155.822754,124.145508,815.551758,-13.906654,-7.819454,-21.216986,2
-906.921387,-5.67627,-310.302734,0.907898,0.938416,0.38147,1
-1264.587402,-484.558105,378.295898,-15.090942,-5.79071,7.957458,3
-913.513184,-6.713867,-318.847656,3.486633,-3.334045,-0.167847,1
-913.513184,-26.489258,-307.067871,1.77002,-2.075195,0.175476,1
-723.510742,-150.634766,29.724121,-55.900574,20.591736,30.006409,3
-2000,172.973633,18.432617,70.320129,95.108032,6.385803,3
105.712891,20.568848,940.185547,1.130882,-13.968746,-16.082403,2
-1139.709473,-237.915039,188.964844,-58.128357,14.10675,64.575195,3
43.701172,0.915527,1036.621094,32.190147,-4.927914,-19.744513,2
-18.615723,-63.293457,1007.019043,-11.221107,22.133549,4.516962,2
-134.277344,-117.492676,928.710938,30.557457,10.414799,-14.98377,2
76.965332,-129.516602,1142.63916,9.515587,0.771244,3.78454,2
-75.98877,39.978027,1091.186523,18.129173,-0.525753,2.464655,2
-132.019043,0.793457,871.21582,10.537926,25.726994,-10.772345,2
-930.541992,-23.55957,-310.36377,2.555847,-1.899719,-0.053406,1
-2000,340.209961,606.384277,114.349365,9.414673,6.30188,3
-964.96582,-224.731445,68.481445,-43.991089,19.470215,30.509949,3
-29.602051,12.695312,1045.898438,15.329185,-15.151302,0.709894,2
128.234863,-54.443359,1127.258301,8.378807,-25.061886,13.214472,2
-125.244141,-59.509277,968.62793,-13.044533,-12.549679,0.198725,2
-2000,-106.140137,-649.291992,-103.927612,-86.830139,5.661011,3
154.23584,42.785645,122.924805,22.148132,-17.944336,-62.965393,3
-1789.733887,-208.557129,-160.03418,-56.884766,-132.6828,-16.448975,3
-1513.48877,-1147.033691,-803.100586,-82.527161,-32.25708,128.501892,3
-1140.686035,8.544922,30.700684,-5.279541,64.041138,-60.913086,3
349.121094,310.424805,-36.437988,18.379211,-36.987305,-40.32135,3
-1018.798828,-243.286133,137.939453,-26.374817,4.608154,46.127319,3
-1723.999023,125.366211,148.681641,43.426514,17.059326,-23.254395,3
-1022.949219,-856.079102,572.998047,26.031494,81.016541,60.211182,3
-2000,163.269043,163.574219,98.480225,37.452698,-32.073975,3
18.432617,91.674805,981.567383,-0.875648,-0.495236,-11.939642,2
-13.000488,74.951172,1072.387695,10.759178,-13.083736,1.617792,2
-885.498047,-169.067383,88.745117,-7.209778,22.338867,25.871277,3
-194.458008,-30.517578,-178.466797,-87.32605,8.483887,14.274597,3
-1457.397461,-495.056152,183.837891,8.506775,63.751221,-33.576965,3
-908.14209,5.310059,-317.382812,5.500793,0.709534,0.022888,1
-27.34375,110.534668,954.772949,9.568993,-4.149715,-5.363104,2
-2000,-69.519043,1999.938965,32.691956,105.308533,-12.09259,3
